都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
173843,17B1500013,石川県,志賀町,町立介護医療院夕なぎ,チョウリツカイゴイリョウインユウナギ,介護医療院,石川県羽咋郡志賀町富来地頭町7-110-1,,37.137241612117230,136.729345547746300,0767-42-1122,0767-42-0197,7000020173843,志賀町,17B1500013,,,34,http://www.town.shika.ishikawa.jp/togihospital/,,,,
173843,17B1500021,石川県,志賀町,介護医療院　悠悠,カイゴイリョウインユウユウ,介護医療院,羽咋郡志賀町富来領家町ハの30番地,,37.143879000000000,136.729932900000000,0767-42-1151,0767-42-2493,1100005001602,医療法人平成会,17B1500021,,,,https://mukai.clinic/,,,,
174611,17B1700019,石川県,穴水町,介護医療院　恵寿鳩ヶ丘,カイゴイリョウイン　ケイジュハトガオカ,介護医療院,石川県鳳珠郡穴水町字麦ヶ浦15、39番8,,37.273072900000000,136.921108300000010,0768-52-3335,0768-52-3325,9220005005162,社会医療法人財団董仙会,17B1700019,,,0,http://www.keiju.co.jp/hato/,,,,
174637,17B1700027,石川県,能登町,柳田温泉病院介護医療院,ヤナギダオンセンビョウインカイゴイリョウイン,介護医療院,石川県鳳珠郡能登町字宇出津タ字97番地公立宇出津総合病院　5階,公立宇出津総合病院　5階,37.350149200000020,137.111148500000000,0768-76-1223,0768-76-1224,8220005006120,医療法人社団持木会,17B1700027,,,0,https://www.onsenhp.com/,,,,
182010,18B0100038,福井県,福井市,介護医療院まこと,カイゴイリョウインマコト,介護医療院,福井県福井市板垣５丁目201,,36.044129400000000,136.228015100000000,0776-33-1600,0776-33-1602,4210005000210,医療法人雄久会,18B0100038,,,0,hikaricare@hikarigroup.jp,,,,
182010,18B0100012,福井県,福井市,福井リハビリテーション病院介護医療院,フクイリハビリテーションビョウインカイゴイリョウイン,介護医療院,福井市南楢原町20字大畑2番地,,36.097824300000000,136.179879700000000,0776-59-1126,0776-59-1922,5210005000201,医療法人穂仁会,18B0100012,,,,http://www.otaki-hp.or.jp/group/fukui-rehabilitation/,,,,
182044,18B0400016,福井県,小浜市,田中病院　介護医療院,タナカビョウイン　カイゴイリョウイン,介護医療院,福井県小浜市遠敷10丁目601番地の1,,35.485256400000020,135.774889977909880,0770-56-5353,0770-56-5522,7210005008440,医療法人若永会,18B0400016,,,,https://sites.google.com/view/tanakahospital-obama/,,,,
182052,18B0500021,福井県,大野市,介護医療院　キラキラの家,カイゴイリョウイン　キラキラノイエ,介護医療院,要町1-13,,35.734372200000000,139.699519700000000,0779-64-4332,0779-66-7677,2210005005434,医療法人キラキラ会,18B0500021,,,,,,,,
182052,18B0500013,福井県,大野市,介護医療院あかり,カイゴイリョウインアカリ,介護医療院,福井県大野市明倫町11-2尾崎病院,尾崎病院,35.982572400000000,136.490674000000000,0779663067,0779661916,1210005005435,医療法人清翔会尾崎病院,18B0500013,,,0,https://sites.google.com/view/ozaki-hp/,,,,
182079,18B0700019,福井県,鯖江市,介護医療院　かがやき,カイゴイリョウイン　カガヤキ,介護医療院,福井県鯖江市旭町4丁目9番10号,,35.950147500000014,136.188240600000030,0778-51-2755,0778-51-4271,7210005008044,社会医療法人寿人会,18B0700019,,,,https://www.jujinkai.or.jp/,,,,
182079,18B0700035,福井県,鯖江市,広瀬病院介護医療院サンク,ヒロセビョウインカイゴイリョウインサンク,介護医療院,福井県鯖江市旭町1-2-8,,35.943897600000000,136.187329500000000,0778-51-3030,0778-51-5978,8210005008068,医療法人至要会,18B0700035,,,,https://www.hirosebyouin.com,,,,
182079,18B0700027,福井県,鯖江市,谷川病院介護医療院,タニカワビョウインカイゴイリョウイン,介護医療院,本町4丁目3番14号,,35.949891090971830,136.184920647156020,0778-51-4132,0778-52-4627,9210005008059,医療法人日野会,18B0700027,,,36,,,,,
182095,18B0300026,福井県,越前市,笠原病院　介護医療院,カサハラビョウイン　カイゴイリョウイン,介護医療院,福井県越前市塚町２１４番地,,35.903496100000000,136.168717300000000,0778-23-1155,0778-22-0303,6210005006890,医療法人笠原病院,18B0300026,,,,http://www.kasahara-hosp.or.jp,,,,
182095,18B0300018,福井県,越前市,介護医療院　今立中央病院,カイゴイリョウイン　イマダテチュウオウビョウイン,介護医療院,福井県越前市粟田部町33-1一般財団法人　今立中央病院内　併設,一般財団法人　今立中央病院内　併設,35.917107900000000,136.244086000000040,0778-42-1800,0778-42-2315,2210005006853,一般財団法人　　今立中央病院,18B0300018,,,38,https://www.imadatechuo-hp.com,,,,
192015,1970105142,山梨県,甲府市,医療法人慶友会　城東病院介護医療院,イリョウホウジンケイユウカイ　ジョウトウビョウインカイゴイリョウイン,介護医療院,山梨県甲府市城東4-13-15,,35.657498100000000,138.582012700000000,055-233-6411,055-233-6409,1090005000028,医療法人慶友会,1970105142,,,0,http://joto-group.com,,,,
192015,1910114675,山梨県,甲府市,箭本外科整形外科医院介護医療院,ヤモトゲカセイケイゲカイインカイゴイリョウイン,介護医療院,北口３－１－１,,0.000000000000000,0.000000000000000,０５５－２５３－３５３２,０５５－２５１－０４８３,4090005001287,医療法人社団箭本外科整形外科医院,1910114675,,,0,http://www.yamotogekaseikeigeka.com/,,,,
192040,1911110474,山梨県,都留市,ツル虎ノ門整形外科・リハビリテーション病院介護医療院,ツルトラノモンセイケイゲカ・リハビリテーションビョウインカイゴイリョウイン,介護医療院,山梨県都留市四日市場瀬中188,,35.567508600000000,138.917764100000000,0554-45-8810,0554-45-8812,7080105001169,社会医療法人青虎会,1911110474,,,,https://www.toranomon.or.jp/turu/,,,,
202011,20B0100018,長野県,長野市,介護医療院とよの,カイゴイリョウイントヨノ,介護医療院,長野県長野市豊野町豊野634,,36.710732400000000,138.282755200000000,026－257-2470,026－257-4486,7010605000627,社会福祉法人賛育会,20B0100018,,,,https://san-ikukai.or.jp/toyono/,,,,
202011,20B0100026,長野県,長野市,医療法人社団温心会　東和田病院介護医療院,イリョウホウジンシャダン　ヒガシワダビョウインカイゴイリョウイン,介護医療院,長野県長野市東和田723番地,,36.653530100000000,138.229631700000000,026-243-4895,026-259-0960,3100005001567,医療法人社団温心会,20B0100026,,,149,http://www.higashiwada-h.com/,,,,
202029,20B0200016,長野県,松本市,社会医療法人城西医療財団城西病院介護医療院,シャカイイリョウホウジンシロニシイリョウザイダンシロニシビョウインカイゴイリョウイン,介護医療院,長野県松本市城西1丁目5番16号,,36.239485099999980,137.962472300000000,0263-33-2201,0263-33-2202,8100005005646,社会医療法人城西医療財団,20B0200016,,,,http://www.shironishi.or.jp/sh/,,,,
202029,2010217335,長野県,松本市,医療法人心泉会上條記念病院,シンセンカイカミジョウキネンビョウイン,介護医療院,長野県松本市村井町西2-16-1,,36.172309400000000,137.947462200000000,0263-57-3800,0263-57-3825,5100005005657,医療法人心泉会,2010217335,,,0,http://www.kamijyomhp.or.jp/,,,,
202037,20B0300014,長野県,上田市,丸子中央病院,マルコチュウオウビョウイン,介護医療院,長野県上田市中丸子1771番地1,,36.338161000000000,138.270306300000000,0268-42-1111,0268-42-1112,3100005004603,医療法人　丸山会,20B0300014,,,,http://maruyamakai.or.jp/maruko-hp/,,,,
202053,20B0500019,長野県,飯田市,介護医療院　西澤病院,カイゴイリョウイン　ニシザワビョウイン,介護医療院,長野県飯田市本町4丁目5番地,,35.517001000000000,137.821625300000000,0265-24-3800,0265-24-3801,2100005009479,医療法人龍川会,20B0500019,,,0,https://nishizawa-hp.jp/,,,,
202088,20B0800021,長野県,小諸市,小諸病院介護医療院,コモロビョウインカイゴイリョウイン,介護医療院,長野県小諸市荒町2丁目1-1,,36.326224131297510,138.426874893254050,0267-22-0250,0267-24-0665,4100005003629,医療法人山月会,20B0800021,,,0,http://komoro-hosp.jp/,,,,
202096,20B0900011,長野県,伊那市,介護医療院じんあい,カイゴイリョウインジンアイ,介護医療院,長野県伊那市西町4906,,35.836059075332656,137.958003258999670,0265-78-3333,0265-78-3335,9100005008854,暁会,20B0900011,,,0,https://jinai-h.org,,,,
202118,20B1100017,長野県,中野市,介護医療院　長寿の里,カイゴイリョウイン　チョウジュノサト,介護医療院,長野県中野市上今井601,,36.750866900000000,138.318832900000000,0269-38-3313,0269-24-3070,5100005005459,医療法人聖峰会,20B1100017,,,82,https://issh.jp/chojyu/index.html,,,,
202151,20B1500026,長野県,塩尻市,医療法人元山会中村病院介護医療院えんらいふ,イリョウホウジンゲンザンカイナカムラビョウインカイゴイリョウインエンライフ,介護医療院,長野県塩尻市広丘高出1612番地3,,36.121894900000000,137.958335000000000,0263-52-3321,0263-52-3666,5100005006754,医療法人元山会,20B1500026,,,,http://www.nakamura-hospital.jp/,,,,
202151,20B1500018,長野県,塩尻市,医療法人社団敬仁会　介護医療院　添え木,イリョウホウジンシャダンケイジンカイ　カイゴイリョウイン　ソエギ,介護医療院,長野県塩尻市宗賀1295番地,,36.111249099999990,137.932449400000000,0263-53-2050,0263-53-2070,3100005006764,医療法人社団　敬仁会,20B1500018,,,0,https://www.keijin-kai.jp/,,,,
202177,20B1700014,長野県,佐久市,金澤病院　介護医療院,カナザワビョウイン　カイゴイリョウイン,介護医療院,長野県佐久市岩村田８０４番地,,36.274538900000000,138.478686800000000,0267-78-5408,0267-78-5409,7100005002909,医療法人三世会,20B1700014,,,0,https//kanazawa-kaigo.jp,,,,
203092,20B2000018,長野県,佐久穂町,佐久穂町立千曲病院介護医療院,サクホチョウリツチクマビョウインカイゴイリョウイン,介護医療院,長野県南佐久郡佐久穂町大字高野町３２８佐久穂町立千曲病院,佐久穂町立千曲病院,36.161831000000010,138.477416500000000,０２６７ー８６－２３６０,０２６７－８６－５４２７,2000020203092,佐久穂町,20B2000018,,,0,https://www.chikumahospital.jp/,,,,
203238,20B2100016,長野県,御代田町,軽井沢西部総合病院　介護医療院,カルイザワセイブソウゴウビョウイン　カイゴイリョウイン,介護医療院,長野県北佐久郡御代田町大字御代田4107-40,,36.311661000000000,138.515362700000000,0267-32-4711,0267-32-5033,2100005002913,医療法人社団軽井沢西部総合病院,20B2100016,,,0,https://miyotahp.jp,,,,
204021,20B2500033,長野県,松川町,下伊那赤十字病院介護医療院,シモイナセキジュウジビョウインカイゴイリョウイン,介護医療院,長野県下伊那郡松川町元大島3159-1,,35.600206100000000,137.910884400000000,0265-36-2255,0265-36-7081,6010405002452,日本赤十字社,20B2500033,,,,https://shimoina.jrc.or.jp/,,,,
204030,20B2500017,長野県,高森町,下伊那厚生病院介護医療院,シモイナコウセイビョウインカイゴイリョウイン,介護医療院,長野県下伊那郡高森町吉田481番地13,,35.551165700000000,137.888671500000000,0265-35-7511,0235-35-1182,4100005001211,長野県厚生農業協同組合連合会,20B2500017,,,0,http://shimoina-hp.jp/,,,,
204072,20B2500025,長野県,阿智村,介護医療院　橋上医院,カイゴイリョウイン　ハシガミイイン,介護医療院,長野県下伊那郡阿智村駒場359番地1,,35.445933099371370,137.750110288839830,0265-43-2118,0265-45-0030,9100005009506,医療法人健生会,20B2500025,,,0,alten-hein.com,,,,
204323,20B2600015,長野県,木曽町,長野県立木曽病院介護医療院,ナガノケンリツキソビョウインカイゴイリョウイン,介護医療院,長野県木曽郡木曽町福島６６１３－４,,35.834797800000004,137.683400800000000,0264-22-2703,0264-22-2800,4100005007761,地方独立行政法人長野県立病院機構,20B2600015,,,0,https://kiso-hosp.jp/,,,,
212016,21B0100017,岐阜県,岐阜市,介護医療院みよし,カイゴイリョウインミヨシ,介護医療院,岐阜県岐阜市北一色５丁目２番１１号,,35.413083100000000,136.792345299999960,058-247-3411,058-247-7682,6200005012634,医療法人敬長会,21B0100017,,,0,https://www.keichoukai.com,,,,
212016,21B0100025,岐阜県,岐阜市,介護医療院　大橋整形外科病院,カイゴイリョウイン　オオハシセイケイゲカビョウイン,介護医療院,岐阜県岐阜市栄新町2丁目50番地,,35.437650600000000,136.759799800000000,058-232-1151,058-232-1153,2200005001351,医療法人社団永寿会,21B0100025,,,,http://www.eijyukai-ohhashi.or.jp/,,,,
212016,21B0100033,岐阜県,岐阜市,しらゆり介護医療院,シラユリカイゴイリョウイン,介護医療院,岐阜県岐阜市安食１丁目８７番地１,,35.489943383061160,136.721930944844050,058-238-8555,058-238-8556,9200005001386,医療法人社団英集会,21B0100033,,,0,http://www.fukutomi-clinic.com/,,,,
212130,21B0500018,岐阜県,各務原市,各務原リハビリテーション介護医療院,カカミガハラリハビリテーションカイゴイリョウイン,介護医療院,岐阜県各務原市鵜沼山崎町6-8-2,,35.399574700000000,136.946741400000000,058-384-8399,058-384-2102,4200005002265,医療法人社団　誠道会,21B0500018,,,0,https://www.seidoukai.or.jp/facility-detail/nursing-care/,,,,
212130,21B0500026,岐阜県,各務原市,医療法人秀幸会横山病院介護医療院,イリョウホウジンシュウコウカイヨコヤマビヨウインカイゴイリョウイン,介護医療院,岐阜県各務原市那加元町8番地,,35.398961900000000,136.837683300000000,058-382-0119,058-389-0423,2200005002242,医療法人秀幸会,21B0500026,,,,,,,,
